measurement_no,specimen_no,measurement_type,average,reid_no,is_type,specimen_part,identified_name,identified_no,difference,accepted_name_x,accepted_no,max_ma,min_ma,reference_no,accepted_name_y,class,order,family,genus,diet,_merge
137646,69140,length,87.0,0,neither,tibia,Wannanosaurus yansiensis,52840,,Wannanosaurus yansiensis,52840,70.6,66.0,6987,Wannanosaurus,Ornithischia,,,Wannanosaurus,herbivore,both
137647,69141,length,67.0,0,neither,tibia,Wannanosaurus yansiensis,52840,,Wannanosaurus yansiensis,52840,70.6,66.0,6987,Wannanosaurus,Ornithischia,,,Wannanosaurus,herbivore,both
137648,69142,width,110.0,0,holotype,skull,Dracorex,90168,subjective synonym of,Pachycephalosaurus,38786,,,19309,Pachycephalosaurus,Ornithischia,,Pachycephalosauridae,Pachycephalosaurus,herbivore,both
137649,69142,length,420.0,0,holotype,skull,Dracorex,90168,subjective synonym of,Pachycephalosaurus,38786,,,19309,Pachycephalosaurus,Ornithischia,,Pachycephalosauridae,Pachycephalosaurus,herbivore,both
137768,69226,length,760.0,0,neither,skull,Monoclonius crassus,54486,,Monoclonius crassus,54486,83.5,70.6,15650,Monoclonius,Ornithischia,,Ceratopsidae,Monoclonius,herbivore,both
137769,69227,length,700.0,0,neither,scapula,Monoclonius crassus,54486,,Monoclonius crassus,54486,83.5,70.6,15650,Monoclonius,Ornithischia,,Ceratopsidae,Monoclonius,herbivore,both
137770,69228,length,110.0,0,neither,coracoid,Monoclonius crassus,54486,,Monoclonius crassus,54486,83.5,70.6,15650,Monoclonius,Ornithischia,,Ceratopsidae,Monoclonius,herbivore,both
137771,69229,length,600.0,0,neither,humerus,Monoclonius crassus,54486,,Monoclonius crassus,54486,83.5,70.6,15650,Monoclonius,Ornithischia,,Ceratopsidae,Monoclonius,herbivore,both
137772,69230,length,350.0,0,neither,radius,Monoclonius crassus,54486,,Monoclonius crassus,54486,83.5,70.6,15650,Monoclonius,Ornithischia,,Ceratopsidae,Monoclonius,herbivore,both
137773,69231,length,450.0,0,neither,ulna,Monoclonius crassus,54486,,Monoclonius crassus,54486,83.5,70.6,15650,Monoclonius,Ornithischia,,Ceratopsidae,Monoclonius,herbivore,both
137774,69232,length,558.8,0,neither,femur,Monoclonius crassus,54486,,Monoclonius crassus,54486,83.5,70.6,15650,Monoclonius,Ornithischia,,Ceratopsidae,Monoclonius,herbivore,both
137775,69233,length,740.0,0,neither,femur,Monoclonius crassus,54486,,Monoclonius crassus,54486,83.5,70.6,15650,Monoclonius,Ornithischia,,Ceratopsidae,Monoclonius,herbivore,both
137776,69234,length,600.0,0,neither,tibia,Monoclonius crassus,54486,,Monoclonius crassus,54486,83.5,70.6,15650,Monoclonius,Ornithischia,,Ceratopsidae,Monoclonius,herbivore,both
137777,69235,length,508.0,0,neither,fibula,Monoclonius crassus,54486,,Monoclonius crassus,54486,83.5,70.6,15650,Monoclonius,Ornithischia,,Ceratopsidae,Monoclonius,herbivore,both
137778,69236,length,560.0,0,neither,fibula,Monoclonius crassus,54486,,Monoclonius crassus,54486,83.5,70.6,15650,Monoclonius,Ornithischia,,Ceratopsidae,Monoclonius,herbivore,both
137779,69237,width,165.0,0,neither,scapula,Pentaceratops sternbergi,94779,obsolete variant of,Pentaceratops sternbergii,55033,,,13945,Pentaceratops,Ornithischia,,Ceratopsidae,Pentaceratops,herbivore,both
137780,69237,length,950.0,0,neither,scapula,Pentaceratops sternbergi,94779,obsolete variant of,Pentaceratops sternbergii,55033,,,13945,Pentaceratops,Ornithischia,,Ceratopsidae,Pentaceratops,herbivore,both
137781,69238,length,310.0,0,neither,coracoid,Pentaceratops sternbergi,94779,obsolete variant of,Pentaceratops sternbergii,55033,,,13945,Pentaceratops,Ornithischia,,Ceratopsidae,Pentaceratops,herbivore,both
137782,69239,width,130.0,0,neither,humerus,Pentaceratops sternbergi,94779,obsolete variant of,Pentaceratops sternbergii,55033,,,13945,Pentaceratops,Ornithischia,,Ceratopsidae,Pentaceratops,herbivore,both
137783,69239,length,790.0,0,neither,humerus,Pentaceratops sternbergi,94779,obsolete variant of,Pentaceratops sternbergii,55033,,,13945,Pentaceratops,Ornithischia,,Ceratopsidae,Pentaceratops,herbivore,both
137784,69240,length,500.0,0,neither,radius,Pentaceratops sternbergi,94779,obsolete variant of,Pentaceratops sternbergii,55033,,,13945,Pentaceratops,Ornithischia,,Ceratopsidae,Pentaceratops,herbivore,both
137785,69241,width,200.0,0,neither,femur,Pentaceratops sternbergi,94779,obsolete variant of,Pentaceratops sternbergii,55033,,,13945,Pentaceratops,Ornithischia,,Ceratopsidae,Pentaceratops,herbivore,both
137786,69241,length,1080.0,0,neither,femur,Pentaceratops sternbergi,94779,obsolete variant of,Pentaceratops sternbergii,55033,,,13945,Pentaceratops,Ornithischia,,Ceratopsidae,Pentaceratops,herbivore,both
137787,69242,width,145.0,0,neither,tibia,Pentaceratops sternbergi,94779,obsolete variant of,Pentaceratops sternbergii,55033,,,13945,Pentaceratops,Ornithischia,,Ceratopsidae,Pentaceratops,herbivore,both
137788,69242,length,780.0,0,neither,tibia,Pentaceratops sternbergi,94779,obsolete variant of,Pentaceratops sternbergii,55033,,,13945,Pentaceratops,Ornithischia,,Ceratopsidae,Pentaceratops,herbivore,both
137789,69243,length,730.0,0,neither,fibula,Pentaceratops sternbergi,94779,obsolete variant of,Pentaceratops sternbergii,55033,,,13945,Pentaceratops,Ornithischia,,Ceratopsidae,Pentaceratops,herbivore,both
137790,69244,length,1030.0,0,neither,skull,Pentaceratops sternbergi,94779,obsolete variant of,Pentaceratops sternbergii,55033,,,13945,Pentaceratops,Ornithischia,,Ceratopsidae,Pentaceratops,herbivore,both
137791,69245,length,840.0,35478,neither,skull,Pentaceratops,38859,,Pentaceratops,38859,83.5,70.6,13945,Pentaceratops,Ornithischia,,Ceratopsidae,Pentaceratops,herbivore,both
137792,69246,length,207.0,18579,holotype,skull,Psittacosaurus sibiricus,89029,,Psittacosaurus sibiricus,89029,125.0,113.0,14369,Psittacosaurus,Ornithischia,,Psittacosauridae,Psittacosaurus,herbivore,both
137793,69247,length,106.0,18579,holotype,radius,Psittacosaurus sibiricus,89029,,Psittacosaurus sibiricus,89029,125.0,113.0,14369,Psittacosaurus,Ornithischia,,Psittacosauridae,Psittacosaurus,herbivore,both
137794,69248,length,123.0,18579,holotype,ulna,Psittacosaurus sibiricus,89029,,Psittacosaurus sibiricus,89029,125.0,113.0,14369,Psittacosaurus,Ornithischia,,Psittacosauridae,Psittacosaurus,herbivore,both
137795,69249,length,223.0,18579,holotype,femur,Psittacosaurus sibiricus,89029,,Psittacosaurus sibiricus,89029,125.0,113.0,14369,Psittacosaurus,Ornithischia,,Psittacosauridae,Psittacosaurus,herbivore,both
137796,69250,width,80.0,18579,holotype,scapula,Psittacosaurus sibiricus,89029,,Psittacosaurus sibiricus,89029,125.0,113.0,14369,Psittacosaurus,Ornithischia,,Psittacosauridae,Psittacosaurus,herbivore,both
137797,69251,width,80.0,18579,holotype,scapula,Psittacosaurus sibiricus,89029,,Psittacosaurus sibiricus,89029,125.0,113.0,14369,Psittacosaurus,Ornithischia,,Psittacosauridae,Psittacosaurus,herbivore,both
137798,69252,length,205.0,18579,holotype,tibia,Psittacosaurus sibiricus,89029,,Psittacosaurus sibiricus,89029,125.0,113.0,14369,Psittacosaurus,Ornithischia,,Psittacosauridae,Psittacosaurus,herbivore,both
137799,69253,width,150.0,0,neither,skull,Psittacosaurus lujiatunensis,109454,,Psittacosaurus lujiatunensis,109454,125.45,122.46,25498,Psittacosaurus,Ornithischia,,Psittacosauridae,Psittacosaurus,herbivore,both
137800,69253,length,190.0,0,neither,skull,Psittacosaurus lujiatunensis,109454,,Psittacosaurus lujiatunensis,109454,125.45,122.46,25498,Psittacosaurus,Ornithischia,,Psittacosauridae,Psittacosaurus,herbivore,both
137801,69254,length,205.0,0,neither,skull,Psittacosaurus lujiatunensis,109454,,Psittacosaurus lujiatunensis,109454,125.45,122.46,25498,Psittacosaurus,Ornithischia,,Psittacosauridae,Psittacosaurus,herbivore,both
137802,69255,length,150.0,0,neither,skull,Psittacosaurus mongoliensis,52831,,Psittacosaurus mongoliensis,52831,145.0,100.5,9632,Psittacosaurus,Ornithischia,,Psittacosauridae,Psittacosaurus,herbivore,both
137803,69256,length,148.0,0,neither,scapula,Psittacosaurus mongoliensis,52831,,Psittacosaurus mongoliensis,52831,145.0,100.5,9632,Psittacosaurus,Ornithischia,,Psittacosauridae,Psittacosaurus,herbivore,both
137804,69257,length,119.0,0,neither,humerus,Psittacosaurus mongoliensis,52831,,Psittacosaurus mongoliensis,52831,145.0,100.5,9632,Psittacosaurus,Ornithischia,,Psittacosauridae,Psittacosaurus,herbivore,both
137805,69258,length,81.0,0,neither,radius,Psittacosaurus mongoliensis,52831,,Psittacosaurus mongoliensis,52831,145.0,100.5,9632,Psittacosaurus,Ornithischia,,Psittacosauridae,Psittacosaurus,herbivore,both
137806,69259,length,90.0,0,neither,ulna,Psittacosaurus mongoliensis,52831,,Psittacosaurus mongoliensis,52831,145.0,100.5,9632,Psittacosaurus,Ornithischia,,Psittacosauridae,Psittacosaurus,herbivore,both
137807,69260,length,162.0,0,neither,femur,Psittacosaurus mongoliensis,52831,,Psittacosaurus mongoliensis,52831,145.0,100.5,9632,Psittacosaurus,Ornithischia,,Psittacosauridae,Psittacosaurus,herbivore,both
137808,69261,length,181.0,0,neither,tibia,Psittacosaurus mongoliensis,52831,,Psittacosaurus mongoliensis,52831,145.0,100.5,9632,Psittacosaurus,Ornithischia,,Psittacosauridae,Psittacosaurus,herbivore,both
137809,69262,length,179.0,0,neither,fibula,Psittacosaurus mongoliensis,52831,,Psittacosaurus mongoliensis,52831,145.0,100.5,9632,Psittacosaurus,Ornithischia,,Psittacosauridae,Psittacosaurus,herbivore,both
137810,69263,length,123.0,0,neither,humerus,Psittacosaurus mongoliensis,52831,,Psittacosaurus mongoliensis,52831,145.0,100.5,9632,Psittacosaurus,Ornithischia,,Psittacosauridae,Psittacosaurus,herbivore,both
137811,69264,length,158.0,0,neither,femur,Psittacosaurus mongoliensis,52831,,Psittacosaurus mongoliensis,52831,145.0,100.5,9632,Psittacosaurus,Ornithischia,,Psittacosauridae,Psittacosaurus,herbivore,both
137812,69265,length,167.0,0,neither,fibula,Psittacosaurus mongoliensis,52831,,Psittacosaurus mongoliensis,52831,145.0,100.5,9632,Psittacosaurus,Ornithischia,,Psittacosauridae,Psittacosaurus,herbivore,both
137825,69272,length,203.0,0,neither,skull,Psittacosaurus major,103803,subjective synonym of,Psittacosaurus lujiatunensis,109454,125.45,122.46,24647,Psittacosaurus,Ornithischia,,Psittacosauridae,Psittacosaurus,herbivore,both
137831,69272,width,185.0,0,neither,skull,Psittacosaurus major,103803,subjective synonym of,Psittacosaurus lujiatunensis,109454,125.45,122.46,24647,Psittacosaurus,Ornithischia,,Psittacosauridae,Psittacosaurus,herbivore,both
137826,69273,length,171.0,0,neither,scapulocoracoid,Psittacosaurus major,103803,subjective synonym of,Psittacosaurus lujiatunensis,109454,125.45,122.46,24647,Psittacosaurus,Ornithischia,,Psittacosauridae,Psittacosaurus,herbivore,both
137827,69274,length,149.0,0,neither,humerus,Psittacosaurus major,103803,subjective synonym of,Psittacosaurus lujiatunensis,109454,125.45,122.46,24647,Psittacosaurus,Ornithischia,,Psittacosauridae,Psittacosaurus,herbivore,both
137828,69275,length,91.0,0,neither,radius,Psittacosaurus major,103803,subjective synonym of,Psittacosaurus lujiatunensis,109454,125.45,122.46,24647,Psittacosaurus,Ornithischia,,Psittacosauridae,Psittacosaurus,herbivore,both
137829,69276,length,172.0,0,neither,femur,Psittacosaurus major,103803,subjective synonym of,Psittacosaurus lujiatunensis,109454,125.45,122.46,24647,Psittacosaurus,Ornithischia,,Psittacosauridae,Psittacosaurus,herbivore,both
137830,69277,length,197.0,0,neither,tibia,Psittacosaurus major,103803,subjective synonym of,Psittacosaurus lujiatunensis,109454,125.45,122.46,24647,Psittacosaurus,Ornithischia,,Psittacosauridae,Psittacosaurus,herbivore,both
141957,71222,length,1180.0,15707,holotype,scapulocoracoid,Amargasaurus cazaui,53962,,Amargasaurus cazaui,53962,129.4,125.0,5970,Amargasaurus,Saurischia,,Dicraeosauridae,Amargasaurus,herbivore,both
141958,71223,width,380.0,15707,holotype,humerus,Amargasaurus cazaui,53962,,Amargasaurus cazaui,53962,129.4,125.0,5970,Amargasaurus,Saurischia,,Dicraeosauridae,Amargasaurus,herbivore,both
141959,71223,length,720.0,15707,holotype,humerus,Amargasaurus cazaui,53962,,Amargasaurus cazaui,53962,129.4,125.0,5970,Amargasaurus,Saurischia,,Dicraeosauridae,Amargasaurus,herbivore,both
141960,71224,length,470.0,15707,holotype,radius,Amargasaurus cazaui,53962,,Amargasaurus cazaui,53962,129.4,125.0,5970,Amargasaurus,Saurischia,,Dicraeosauridae,Amargasaurus,herbivore,both
141961,71225,length,440.0,15707,holotype,ulna,Amargasaurus cazaui,53962,,Amargasaurus cazaui,53962,129.4,125.0,5970,Amargasaurus,Saurischia,,Dicraeosauridae,Amargasaurus,herbivore,both
141962,71226,width,530.0,15707,holotype,femur,Amargasaurus cazaui,53962,,Amargasaurus cazaui,53962,129.4,125.0,5970,Amargasaurus,Saurischia,,Dicraeosauridae,Amargasaurus,herbivore,both
141963,71226,length,1050.0,15707,holotype,femur,Amargasaurus cazaui,53962,,Amargasaurus cazaui,53962,129.4,125.0,5970,Amargasaurus,Saurischia,,Dicraeosauridae,Amargasaurus,herbivore,both
141964,71227,length,640.0,15707,holotype,tibia,Amargasaurus cazaui,53962,,Amargasaurus cazaui,53962,129.4,125.0,5970,Amargasaurus,Saurischia,,Dicraeosauridae,Amargasaurus,herbivore,both
141965,71228,length,640.0,15707,holotype,fibula,Amargasaurus cazaui,53962,,Amargasaurus cazaui,53962,129.4,125.0,5970,Amargasaurus,Saurischia,,Dicraeosauridae,Amargasaurus,herbivore,both
141973,71232,width,160.0,23342,holotype,scapula,Cathartesaura anaerobica,89495,,Cathartesaura anaerobica,89495,99.6,89.8,19213,Cathartesaura,Saurischia,,Rebbachisauridae,Cathartesaura,herbivore,both
141974,71232,length,680.0,23342,holotype,scapula,Cathartesaura anaerobica,89495,,Cathartesaura anaerobica,89495,99.6,89.8,19213,Cathartesaura,Saurischia,,Rebbachisauridae,Cathartesaura,herbivore,both
141975,71233,length,1380.0,23342,holotype,femur,Cathartesaura anaerobica,89495,,Cathartesaura anaerobica,89495,99.6,89.8,19213,Cathartesaura,Saurischia,,Rebbachisauridae,Cathartesaura,herbivore,both
141982,71237,width,165.0,0,neither,femur,Zapalasaurus bonapartei,89457,,Zapalasaurus bonapartei,89457,130.0,122.46,19193,Zapalasaurus,Saurischia,,Rebbachisauridae,Zapalasaurus,herbivore,both
141983,71238,length,480.0,0,neither,tibia,Zapalasaurus bonapartei,89457,,Zapalasaurus bonapartei,89457,130.0,122.46,19193,Zapalasaurus,Saurischia,,Rebbachisauridae,Zapalasaurus,herbivore,both
142012,71252,width,195.0,0,neither,scapula,Barosaurus lentus,54166,,Barosaurus lentus,54166,150.8,145.0,19507,Barosaurus,Saurischia,,Diplodocidae,Barosaurus,herbivore,both
142013,71252,length,1240.0,0,neither,scapula,Barosaurus lentus,54166,,Barosaurus lentus,54166,150.8,145.0,19507,Barosaurus,Saurischia,,Diplodocidae,Barosaurus,herbivore,both
142014,71253,width,420.0,0,neither,coracoid,Barosaurus lentus,54166,,Barosaurus lentus,54166,150.8,145.0,19507,Barosaurus,Saurischia,,Diplodocidae,Barosaurus,herbivore,both
142015,71253,length,297.0,0,neither,coracoid,Barosaurus lentus,54166,,Barosaurus lentus,54166,150.8,145.0,19507,Barosaurus,Saurischia,,Diplodocidae,Barosaurus,herbivore,both
142023,71257,width,151.0,0,neither,humerus,Barosaurus lentus,54166,,Barosaurus lentus,54166,150.8,145.0,19507,Barosaurus,Saurischia,,Diplodocidae,Barosaurus,herbivore,both
142024,71257,length,1034.0,0,neither,humerus,Barosaurus lentus,54166,,Barosaurus lentus,54166,150.8,145.0,19507,Barosaurus,Saurischia,,Diplodocidae,Barosaurus,herbivore,both
142025,71257,circumference,440.0,0,neither,humerus,Barosaurus lentus,54166,,Barosaurus lentus,54166,150.8,145.0,19507,Barosaurus,Saurischia,,Diplodocidae,Barosaurus,herbivore,both
142026,71258,length,940.0,0,neither,ulna,Barosaurus lentus,54166,,Barosaurus lentus,54166,150.8,145.0,19507,Barosaurus,Saurischia,,Diplodocidae,Barosaurus,herbivore,both
142027,71258,circumference,302.0,0,neither,ulna,Barosaurus lentus,54166,,Barosaurus lentus,54166,150.8,145.0,19507,Barosaurus,Saurischia,,Diplodocidae,Barosaurus,herbivore,both
142028,71259,width,77.0,0,neither,radius,Barosaurus lentus,54166,,Barosaurus lentus,54166,150.8,145.0,19507,Barosaurus,Saurischia,,Diplodocidae,Barosaurus,herbivore,both
142029,71259,length,930.0,0,neither,radius,Barosaurus lentus,54166,,Barosaurus lentus,54166,150.8,145.0,19507,Barosaurus,Saurischia,,Diplodocidae,Barosaurus,herbivore,both
142030,71259,circumference,249.0,0,neither,radius,Barosaurus lentus,54166,,Barosaurus lentus,54166,150.8,145.0,19507,Barosaurus,Saurischia,,Diplodocidae,Barosaurus,herbivore,both
142037,71262,width,162.0,30574,neither,humerus,Diplodocus longus,52920,,Diplodocus longus,52920,150.8,145.0,19507,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
142038,71262,length,1032.0,30574,neither,humerus,Diplodocus longus,52920,,Diplodocus longus,52920,150.8,145.0,19507,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
142039,71262,circumference,460.0,30574,neither,humerus,Diplodocus longus,52920,,Diplodocus longus,52920,150.8,145.0,19507,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
142040,71263,width,102.0,30574,neither,ulna,Diplodocus longus,52920,,Diplodocus longus,52920,150.8,145.0,19507,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
142041,71263,length,735.0,30574,neither,ulna,Diplodocus longus,52920,,Diplodocus longus,52920,150.8,145.0,19507,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
142042,71263,circumference,295.0,30574,neither,ulna,Diplodocus longus,52920,,Diplodocus longus,52920,150.8,145.0,19507,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
142043,71264,width,150.0,30574,neither,humerus,Diplodocus longus,52920,,Diplodocus longus,52920,150.8,145.0,19507,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
142044,71264,length,965.0,30574,neither,humerus,Diplodocus longus,52920,,Diplodocus longus,52920,150.8,145.0,19507,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
142045,71264,circumference,438.0,30574,neither,humerus,Diplodocus longus,52920,,Diplodocus longus,52920,150.8,145.0,19507,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
142046,71265,width,113.0,30574,neither,ulna,Diplodocus longus,52920,,Diplodocus longus,52920,150.8,145.0,19507,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
142047,71265,length,720.0,30574,neither,ulna,Diplodocus longus,52920,,Diplodocus longus,52920,150.8,145.0,19507,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
142048,71266,width,88.0,30574,neither,radius,Diplodocus longus,52920,,Diplodocus longus,52920,150.8,145.0,19507,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
142049,71266,length,682.0,30574,neither,radius,Diplodocus longus,52920,,Diplodocus longus,52920,150.8,145.0,19507,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
142050,71266,circumference,254.0,30574,neither,radius,Diplodocus longus,52920,,Diplodocus longus,52920,150.8,145.0,19507,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
142056,71267,width,202.0,0,neither,femur,Barosaurus lentus,54166,,Barosaurus lentus,54166,150.8,145.0,19507,Barosaurus,Saurischia,,Diplodocidae,Barosaurus,herbivore,both
142057,71267,length,1440.0,0,neither,femur,Barosaurus lentus,54166,,Barosaurus lentus,54166,150.8,145.0,19507,Barosaurus,Saurischia,,Diplodocidae,Barosaurus,herbivore,both
142058,71267,circumference,540.0,0,neither,femur,Barosaurus lentus,54166,,Barosaurus lentus,54166,150.8,145.0,19507,Barosaurus,Saurischia,,Diplodocidae,Barosaurus,herbivore,both
142059,71268,width,136.0,0,neither,tibia,Barosaurus lentus,54166,,Barosaurus lentus,54166,150.8,145.0,19507,Barosaurus,Saurischia,,Diplodocidae,Barosaurus,herbivore,both
142060,71268,length,1064.0,0,neither,tibia,Barosaurus lentus,54166,,Barosaurus lentus,54166,150.8,145.0,19507,Barosaurus,Saurischia,,Diplodocidae,Barosaurus,herbivore,both
142061,71268,circumference,368.0,0,neither,tibia,Barosaurus lentus,54166,,Barosaurus lentus,54166,150.8,145.0,19507,Barosaurus,Saurischia,,Diplodocidae,Barosaurus,herbivore,both
142062,71269,width,99.0,0,neither,fibula,Barosaurus lentus,54166,,Barosaurus lentus,54166,150.8,145.0,19507,Barosaurus,Saurischia,,Diplodocidae,Barosaurus,herbivore,both
142063,71269,length,1120.0,0,neither,fibula,Barosaurus lentus,54166,,Barosaurus lentus,54166,150.8,145.0,19507,Barosaurus,Saurischia,,Diplodocidae,Barosaurus,herbivore,both
142064,71269,circumference,267.0,0,neither,fibula,Barosaurus lentus,54166,,Barosaurus lentus,54166,150.8,145.0,19507,Barosaurus,Saurischia,,Diplodocidae,Barosaurus,herbivore,both
142065,71270,width,173.0,15651,neither,humerus,Diplodocus hayi,65918,recombined as,Galeamopus hayi,65918,157.3,145.0,19507,Galeamopus,Saurischia,,Diplodocidae,Galeamopus,herbivore,both
142066,71270,length,910.0,15651,neither,humerus,Diplodocus hayi,65918,recombined as,Galeamopus hayi,65918,157.3,145.0,19507,Galeamopus,Saurischia,,Diplodocidae,Galeamopus,herbivore,both
142067,71270,circumference,449.0,15651,neither,humerus,Diplodocus hayi,65918,recombined as,Galeamopus hayi,65918,157.3,145.0,19507,Galeamopus,Saurischia,,Diplodocidae,Galeamopus,herbivore,both
142068,71271,width,83.0,15651,neither,ulna,Diplodocus hayi,65918,recombined as,Galeamopus hayi,65918,157.3,145.0,19507,Galeamopus,Saurischia,,Diplodocidae,Galeamopus,herbivore,both
142069,71271,length,728.0,15651,neither,ulna,Diplodocus hayi,65918,recombined as,Galeamopus hayi,65918,157.3,145.0,19507,Galeamopus,Saurischia,,Diplodocidae,Galeamopus,herbivore,both
142070,71271,circumference,275.0,15651,neither,ulna,Diplodocus hayi,65918,recombined as,Galeamopus hayi,65918,157.3,145.0,19507,Galeamopus,Saurischia,,Diplodocidae,Galeamopus,herbivore,both
142071,71272,width,83.0,15651,neither,radius,Diplodocus hayi,65918,recombined as,Galeamopus hayi,65918,157.3,145.0,19507,Galeamopus,Saurischia,,Diplodocidae,Galeamopus,herbivore,both
142072,71272,length,686.0,15651,neither,radius,Diplodocus hayi,65918,recombined as,Galeamopus hayi,65918,157.3,145.0,19507,Galeamopus,Saurischia,,Diplodocidae,Galeamopus,herbivore,both
142073,71272,circumference,233.0,15651,neither,radius,Diplodocus hayi,65918,recombined as,Galeamopus hayi,65918,157.3,145.0,19507,Galeamopus,Saurischia,,Diplodocidae,Galeamopus,herbivore,both
142074,71273,width,227.0,15651,neither,femur,Diplodocus hayi,65918,recombined as,Galeamopus hayi,65918,157.3,145.0,19507,Galeamopus,Saurischia,,Diplodocidae,Galeamopus,herbivore,both
142075,71273,length,1448.0,15651,neither,femur,Diplodocus hayi,65918,recombined as,Galeamopus hayi,65918,157.3,145.0,19507,Galeamopus,Saurischia,,Diplodocidae,Galeamopus,herbivore,both
142076,71273,circumference,590.0,15651,neither,femur,Diplodocus hayi,65918,recombined as,Galeamopus hayi,65918,157.3,145.0,19507,Galeamopus,Saurischia,,Diplodocidae,Galeamopus,herbivore,both
142077,71274,width,174.0,15651,neither,tibia,Diplodocus hayi,65918,recombined as,Galeamopus hayi,65918,157.3,145.0,19507,Galeamopus,Saurischia,,Diplodocidae,Galeamopus,herbivore,both
142078,71274,length,935.0,15651,neither,tibia,Diplodocus hayi,65918,recombined as,Galeamopus hayi,65918,157.3,145.0,19507,Galeamopus,Saurischia,,Diplodocidae,Galeamopus,herbivore,both
142079,71274,circumference,444.0,15651,neither,tibia,Diplodocus hayi,65918,recombined as,Galeamopus hayi,65918,157.3,145.0,19507,Galeamopus,Saurischia,,Diplodocidae,Galeamopus,herbivore,both
142080,71275,width,107.0,15651,neither,fibula,Diplodocus hayi,65918,recombined as,Galeamopus hayi,65918,157.3,145.0,19507,Galeamopus,Saurischia,,Diplodocidae,Galeamopus,herbivore,both
142081,71275,length,983.0,15651,neither,fibula,Diplodocus hayi,65918,recombined as,Galeamopus hayi,65918,157.3,145.0,19507,Galeamopus,Saurischia,,Diplodocidae,Galeamopus,herbivore,both
142082,71275,circumference,279.0,15651,neither,fibula,Diplodocus hayi,65918,recombined as,Galeamopus hayi,65918,157.3,145.0,19507,Galeamopus,Saurischia,,Diplodocidae,Galeamopus,herbivore,both
142083,71276,width,188.0,15651,neither,humerus,Diplodocus hayi,65918,recombined as,Galeamopus hayi,65918,157.3,145.0,19507,Galeamopus,Saurischia,,Diplodocidae,Galeamopus,herbivore,both
142084,71276,length,936.0,15651,neither,humerus,Diplodocus hayi,65918,recombined as,Galeamopus hayi,65918,157.3,145.0,19507,Galeamopus,Saurischia,,Diplodocidae,Galeamopus,herbivore,both
142085,71276,circumference,470.0,15651,neither,humerus,Diplodocus hayi,65918,recombined as,Galeamopus hayi,65918,157.3,145.0,19507,Galeamopus,Saurischia,,Diplodocidae,Galeamopus,herbivore,both
142086,71277,width,106.0,15651,neither,radius,Diplodocus hayi,65918,recombined as,Galeamopus hayi,65918,157.3,145.0,19507,Galeamopus,Saurischia,,Diplodocidae,Galeamopus,herbivore,both
142087,71277,length,660.0,15651,neither,radius,Diplodocus hayi,65918,recombined as,Galeamopus hayi,65918,157.3,145.0,19507,Galeamopus,Saurischia,,Diplodocidae,Galeamopus,herbivore,both
142088,71277,circumference,265.0,15651,neither,radius,Diplodocus hayi,65918,recombined as,Galeamopus hayi,65918,157.3,145.0,19507,Galeamopus,Saurischia,,Diplodocidae,Galeamopus,herbivore,both
142104,71281,length,870.0,0,neither,coracoid,Brachiosaurus altithorax,54864,,Brachiosaurus altithorax,54864,157.3,145.0,17263,Brachiosaurus,Saurischia,,Brachiosauridae,Brachiosaurus,herbivore,both
142105,71282,length,1200.0,19611,neither,humerus,Paluxysaurus jonesi,105990,subjective synonym of,Sauroposeidon proteles,66617,122.46,112.03,25140,Sauroposeidon,Saurischia,,,Sauroposeidon,herbivore,both
142109,71284,length,1300.0,19611,neither,humerus,Paluxysaurus jonesi,105990,subjective synonym of,Sauroposeidon proteles,66617,122.46,112.03,25140,Sauroposeidon,Saurischia,,,Sauroposeidon,herbivore,both
142113,71286,circumference,700.0,13664,neither,femur,Sonorasaurus thompsoni,68170,,Sonorasaurus thompsoni,68170,105.3,93.5,14864,Sonorasaurus,Saurischia,,Brachiosauridae,Sonorasaurus,herbivore,both
142114,71287,length,500.0,0,neither,skull,Abydosaurus mcintoshi,163942,,Abydosaurus mcintoshi,163942,99.6,93.5,32168,Abydosaurus,Saurischia,,Brachiosauridae,Abydosaurus,herbivore,both
144469,72348,width,540.0,10492,holotype,scapula,Opisthocoelicaudia skarzynskii,57335,,Opisthocoelicaudia skarzynskii,57335,72.1,66.0,9904,Opisthocoelicaudia,Saurischia,,Saltasauridae,Opisthocoelicaudia,herbivore,both
