measurement_no,specimen_no,measurement_type,average,reid_no,is_type,specimen_part,identified_name,identified_no,difference,accepted_name_x,accepted_no,max_ma,min_ma,reference_no,accepted_name_y,class,order,family,genus,diet,_merge
144470,72348,length,1140.0,10492,holotype,scapula,Opisthocoelicaudia skarzynskii,57335,,Opisthocoelicaudia skarzynskii,57335,72.1,66.0,9904,Opisthocoelicaudia,Saurischia,,Saltasauridae,Opisthocoelicaudia,herbivore,both
144471,72349,length,480.0,10492,holotype,coracoid,Opisthocoelicaudia skarzynskii,57335,,Opisthocoelicaudia skarzynskii,57335,72.1,66.0,9904,Opisthocoelicaudia,Saurischia,,Saltasauridae,Opisthocoelicaudia,herbivore,both
144472,72350,width,700.0,10492,holotype,scapula,Opisthocoelicaudia skarzynskii,57335,,Opisthocoelicaudia skarzynskii,57335,72.1,66.0,9904,Opisthocoelicaudia,Saurischia,,Saltasauridae,Opisthocoelicaudia,herbivore,both
144473,72350,length,1180.0,10492,holotype,scapula,Opisthocoelicaudia skarzynskii,57335,,Opisthocoelicaudia skarzynskii,57335,72.1,66.0,9904,Opisthocoelicaudia,Saurischia,,Saltasauridae,Opisthocoelicaudia,herbivore,both
144474,72351,width,510.0,10492,holotype,coracoid,Opisthocoelicaudia skarzynskii,57335,,Opisthocoelicaudia skarzynskii,57335,72.1,66.0,9904,Opisthocoelicaudia,Saurischia,,Saltasauridae,Opisthocoelicaudia,herbivore,both
144475,72351,length,510.0,10492,holotype,coracoid,Opisthocoelicaudia skarzynskii,57335,,Opisthocoelicaudia skarzynskii,57335,72.1,66.0,9904,Opisthocoelicaudia,Saurischia,,Saltasauridae,Opisthocoelicaudia,herbivore,both
144476,72352,width,590.0,10492,paratype,scapula,Opisthocoelicaudia skarzynskii,57335,,Opisthocoelicaudia skarzynskii,57335,72.1,66.0,9904,Opisthocoelicaudia,Saurischia,,Saltasauridae,Opisthocoelicaudia,herbivore,both
144477,72352,length,1120.0,10492,paratype,scapula,Opisthocoelicaudia skarzynskii,57335,,Opisthocoelicaudia skarzynskii,57335,72.1,66.0,9904,Opisthocoelicaudia,Saurischia,,Saltasauridae,Opisthocoelicaudia,herbivore,both
144478,72353,width,500.0,10492,paratype,coracoid,Opisthocoelicaudia skarzynskii,57335,,Opisthocoelicaudia skarzynskii,57335,72.1,66.0,9904,Opisthocoelicaudia,Saurischia,,Saltasauridae,Opisthocoelicaudia,herbivore,both
144479,72353,length,420.0,10492,paratype,coracoid,Opisthocoelicaudia skarzynskii,57335,,Opisthocoelicaudia skarzynskii,57335,72.1,66.0,9904,Opisthocoelicaudia,Saurischia,,Saltasauridae,Opisthocoelicaudia,herbivore,both
144592,72397,width,200.0,10492,holotype,humerus,Opisthocoelicaudia skarzynskii,57335,,Opisthocoelicaudia skarzynskii,57335,72.1,66.0,9904,Opisthocoelicaudia,Saurischia,,Saltasauridae,Opisthocoelicaudia,herbivore,both
144593,72397,length,1000.0,10492,holotype,humerus,Opisthocoelicaudia skarzynskii,57335,,Opisthocoelicaudia skarzynskii,57335,72.1,66.0,9904,Opisthocoelicaudia,Saurischia,,Saltasauridae,Opisthocoelicaudia,herbivore,both
144594,72398,width,240.0,10492,holotype,humerus,Opisthocoelicaudia skarzynskii,57335,,Opisthocoelicaudia skarzynskii,57335,72.1,66.0,9904,Opisthocoelicaudia,Saurischia,,Saltasauridae,Opisthocoelicaudia,herbivore,both
144595,72398,length,1000.0,10492,holotype,humerus,Opisthocoelicaudia skarzynskii,57335,,Opisthocoelicaudia skarzynskii,57335,72.1,66.0,9904,Opisthocoelicaudia,Saurischia,,Saltasauridae,Opisthocoelicaudia,herbivore,both
144596,72399,width,98.0,10492,holotype,radius,Opisthocoelicaudia skarzynskii,57335,,Opisthocoelicaudia skarzynskii,57335,72.1,66.0,9904,Opisthocoelicaudia,Saurischia,,Saltasauridae,Opisthocoelicaudia,herbivore,both
144597,72399,length,625.0,10492,holotype,radius,Opisthocoelicaudia skarzynskii,57335,,Opisthocoelicaudia skarzynskii,57335,72.1,66.0,9904,Opisthocoelicaudia,Saurischia,,Saltasauridae,Opisthocoelicaudia,herbivore,both
144598,72400,length,783.0,10492,holotype,ulna,Opisthocoelicaudia skarzynskii,57335,,Opisthocoelicaudia skarzynskii,57335,72.1,66.0,9904,Opisthocoelicaudia,Saurischia,,Saltasauridae,Opisthocoelicaudia,herbivore,both
144599,72401,width,83.0,10492,holotype,radius,Opisthocoelicaudia skarzynskii,57335,,Opisthocoelicaudia skarzynskii,57335,72.1,66.0,9904,Opisthocoelicaudia,Saurischia,,Saltasauridae,Opisthocoelicaudia,herbivore,both
144600,72401,length,637.0,10492,holotype,radius,Opisthocoelicaudia skarzynskii,57335,,Opisthocoelicaudia skarzynskii,57335,72.1,66.0,9904,Opisthocoelicaudia,Saurischia,,Saltasauridae,Opisthocoelicaudia,herbivore,both
144601,72402,length,677.0,10492,holotype,ulna,Opisthocoelicaudia skarzynskii,57335,,Opisthocoelicaudia skarzynskii,57335,72.1,66.0,9904,Opisthocoelicaudia,Saurischia,,Saltasauridae,Opisthocoelicaudia,herbivore,both
144602,72403,width,105.0,10492,holotype,femur,Opisthocoelicaudia skarzynskii,57335,,Opisthocoelicaudia skarzynskii,57335,72.1,66.0,9904,Opisthocoelicaudia,Saurischia,,Saltasauridae,Opisthocoelicaudia,herbivore,both
144603,72404,width,110.0,10492,holotype,femur,Opisthocoelicaudia skarzynskii,57335,,Opisthocoelicaudia skarzynskii,57335,72.1,66.0,9904,Opisthocoelicaudia,Saurischia,,Saltasauridae,Opisthocoelicaudia,herbivore,both
144604,72404,length,1395.0,10492,holotype,femur,Opisthocoelicaudia skarzynskii,57335,,Opisthocoelicaudia skarzynskii,57335,72.1,66.0,9904,Opisthocoelicaudia,Saurischia,,Saltasauridae,Opisthocoelicaudia,herbivore,both
144605,72405,width,160.0,10492,holotype,tibia,Opisthocoelicaudia skarzynskii,57335,,Opisthocoelicaudia skarzynskii,57335,72.1,66.0,9904,Opisthocoelicaudia,Saurischia,,Saltasauridae,Opisthocoelicaudia,herbivore,both
144606,72405,length,810.0,10492,holotype,tibia,Opisthocoelicaudia skarzynskii,57335,,Opisthocoelicaudia skarzynskii,57335,72.1,66.0,9904,Opisthocoelicaudia,Saurischia,,Saltasauridae,Opisthocoelicaudia,herbivore,both
144607,72406,width,120.0,10492,holotype,fibula,Opisthocoelicaudia skarzynskii,57335,,Opisthocoelicaudia skarzynskii,57335,72.1,66.0,9904,Opisthocoelicaudia,Saurischia,,Saltasauridae,Opisthocoelicaudia,herbivore,both
144608,72406,length,830.0,10492,holotype,fibula,Opisthocoelicaudia skarzynskii,57335,,Opisthocoelicaudia skarzynskii,57335,72.1,66.0,9904,Opisthocoelicaudia,Saurischia,,Saltasauridae,Opisthocoelicaudia,herbivore,both
144609,72407,width,200.0,10492,holotype,tibia,Opisthocoelicaudia skarzynskii,57335,,Opisthocoelicaudia skarzynskii,57335,72.1,66.0,9904,Opisthocoelicaudia,Saurischia,,Saltasauridae,Opisthocoelicaudia,herbivore,both
144610,72407,length,810.0,10492,holotype,tibia,Opisthocoelicaudia skarzynskii,57335,,Opisthocoelicaudia skarzynskii,57335,72.1,66.0,9904,Opisthocoelicaudia,Saurischia,,Saltasauridae,Opisthocoelicaudia,herbivore,both
144611,72408,width,100.0,10492,holotype,fibula,Opisthocoelicaudia skarzynskii,57335,,Opisthocoelicaudia skarzynskii,57335,72.1,66.0,9904,Opisthocoelicaudia,Saurischia,,Saltasauridae,Opisthocoelicaudia,herbivore,both
144612,72408,length,830.0,10492,holotype,fibula,Opisthocoelicaudia skarzynskii,57335,,Opisthocoelicaudia skarzynskii,57335,72.1,66.0,9904,Opisthocoelicaudia,Saurischia,,Saltasauridae,Opisthocoelicaudia,herbivore,both
144625,72413,width,210.0,0,holotype,scapula,Ligabuesaurus leanzai,81715,,Ligabuesaurus leanzai,81715,112.03,109.0,17704,Ligabuesaurus,Saurischia,,,Ligabuesaurus,herbivore,both
144626,72413,length,1440.0,0,holotype,scapula,Ligabuesaurus leanzai,81715,,Ligabuesaurus leanzai,81715,112.03,109.0,17704,Ligabuesaurus,Saurischia,,,Ligabuesaurus,herbivore,both
144627,72414,width,180.0,0,holotype,humerus,Ligabuesaurus leanzai,81715,,Ligabuesaurus leanzai,81715,112.03,109.0,17704,Ligabuesaurus,Saurischia,,,Ligabuesaurus,herbivore,both
144628,72414,length,1490.0,0,holotype,humerus,Ligabuesaurus leanzai,81715,,Ligabuesaurus leanzai,81715,112.03,109.0,17704,Ligabuesaurus,Saurischia,,,Ligabuesaurus,herbivore,both
144629,72415,width,250.0,0,holotype,femur,Ligabuesaurus leanzai,81715,,Ligabuesaurus leanzai,81715,112.03,109.0,17704,Ligabuesaurus,Saurischia,,,Ligabuesaurus,herbivore,both
144630,72415,length,1660.0,0,holotype,femur,Ligabuesaurus leanzai,81715,,Ligabuesaurus leanzai,81715,112.03,109.0,17704,Ligabuesaurus,Saurischia,,,Ligabuesaurus,herbivore,both
144631,72416,width,90.0,0,holotype,tibia,Ligabuesaurus leanzai,81715,,Ligabuesaurus leanzai,81715,112.03,109.0,17704,Ligabuesaurus,Saurischia,,,Ligabuesaurus,herbivore,both
144632,72416,length,1040.0,0,holotype,tibia,Ligabuesaurus leanzai,81715,,Ligabuesaurus leanzai,81715,112.03,109.0,17704,Ligabuesaurus,Saurischia,,,Ligabuesaurus,herbivore,both
144633,72417,width,85.0,0,holotype,fibula,Ligabuesaurus leanzai,81715,,Ligabuesaurus leanzai,81715,112.03,109.0,17704,Ligabuesaurus,Saurischia,,,Ligabuesaurus,herbivore,both
144634,72417,length,1080.0,0,holotype,fibula,Ligabuesaurus leanzai,81715,,Ligabuesaurus leanzai,81715,112.03,109.0,17704,Ligabuesaurus,Saurischia,,,Ligabuesaurus,herbivore,both
144646,72422,width,205.0,0,holotype,scapula,Patagosaurus fariasi,66448,,Patagosaurus fariasi,66448,182.0,175.6,7879,Patagosaurus,Saurischia,,,Patagosaurus,herbivore,both
144647,72422,length,1240.0,0,holotype,scapula,Patagosaurus fariasi,66448,,Patagosaurus fariasi,66448,182.0,175.6,7879,Patagosaurus,Saurischia,,,Patagosaurus,herbivore,both
144651,72424,length,560.0,0,neither,coracoid,Patagosaurus fariasi,66448,,Patagosaurus fariasi,66448,182.0,175.6,7879,Patagosaurus,Saurischia,,,Patagosaurus,herbivore,both
144652,72425,length,1550.0,0,neither,femur,Patagosaurus fariasi,66448,,Patagosaurus fariasi,66448,182.0,175.6,7879,Patagosaurus,Saurischia,,,Patagosaurus,herbivore,both
144656,72427,length,752.0,19032,holotype,humerus,Suuwassea emilieae,57364,recombined as,Amphicoelias emilieae,57364,155.7,150.8,10483,Amphicoelias,Saurischia,,Diplodocidae,Amphicoelias,herbivore,both
144657,72427,circumference,402.0,19032,holotype,humerus,Suuwassea emilieae,57364,recombined as,Amphicoelias emilieae,57364,155.7,150.8,10483,Amphicoelias,Saurischia,,Diplodocidae,Amphicoelias,herbivore,both
144658,72428,length,535.0,19032,holotype,tibia,Suuwassea emilieae,57364,recombined as,Amphicoelias emilieae,57364,155.7,150.8,10483,Amphicoelias,Saurischia,,Diplodocidae,Amphicoelias,herbivore,both
144659,72428,circumference,371.0,19032,holotype,tibia,Suuwassea emilieae,57364,recombined as,Amphicoelias emilieae,57364,155.7,150.8,10483,Amphicoelias,Saurischia,,Diplodocidae,Amphicoelias,herbivore,both
144660,72429,length,839.0,19032,holotype,fibula,Suuwassea emilieae,57364,recombined as,Amphicoelias emilieae,57364,155.7,150.8,10483,Amphicoelias,Saurischia,,Diplodocidae,Amphicoelias,herbivore,both
144661,72429,circumference,240.0,19032,holotype,fibula,Suuwassea emilieae,57364,recombined as,Amphicoelias emilieae,57364,155.7,150.8,10483,Amphicoelias,Saurischia,,Diplodocidae,Amphicoelias,herbivore,both
144733,72458,width,50.0,0,neither,femur,Dacentrurus,38808,,Dacentrurus,38808,,,41921,Dacentrurus,Ornithischia,,Stegosauridae,Dacentrurus,herbivore,both
144734,72458,length,820.0,0,neither,femur,Dacentrurus,38808,,Dacentrurus,38808,,,41921,Dacentrurus,Ornithischia,,Stegosauridae,Dacentrurus,herbivore,both
144735,72459,width,105.0,0,neither,tibia,Dacentrurus,38808,,Dacentrurus,38808,,,41921,Dacentrurus,Ornithischia,,Stegosauridae,Dacentrurus,herbivore,both
144736,72459,length,515.0,0,neither,tibia,Dacentrurus,38808,,Dacentrurus,38808,,,41921,Dacentrurus,Ornithischia,,Stegosauridae,Dacentrurus,herbivore,both
144737,72460,width,43.0,0,neither,fibula,Dacentrurus,38808,,Dacentrurus,38808,,,41921,Dacentrurus,Ornithischia,,Stegosauridae,Dacentrurus,herbivore,both
144738,72460,length,480.0,0,neither,fibula,Dacentrurus,38808,,Dacentrurus,38808,,,41921,Dacentrurus,Ornithischia,,Stegosauridae,Dacentrurus,herbivore,both
144739,72461,width,110.0,0,neither,tibia,Dacentrurus,38808,,Dacentrurus,38808,,,41921,Dacentrurus,Ornithischia,,Stegosauridae,Dacentrurus,herbivore,both
144740,72461,length,600.0,0,neither,tibia,Dacentrurus,38808,,Dacentrurus,38808,,,41921,Dacentrurus,Ornithischia,,Stegosauridae,Dacentrurus,herbivore,both
144742,72462,length,750.0,0,holotype,scapula,Miragaia longicollum,142525,,Miragaia longicollum,142525,155.7,150.8,29300,Miragaia,Ornithischia,,Stegosauridae,Miragaia,herbivore,both
144743,72463,width,369.0,0,holotype,humerus,Miragaia longicollum,142525,,Miragaia longicollum,142525,155.7,150.8,29300,Miragaia,Ornithischia,,Stegosauridae,Miragaia,herbivore,both
144744,72463,length,715.0,0,holotype,humerus,Miragaia longicollum,142525,,Miragaia longicollum,142525,155.7,150.8,29300,Miragaia,Ornithischia,,Stegosauridae,Miragaia,herbivore,both
144746,72464,length,561.0,0,holotype,ulna,Miragaia longicollum,142525,,Miragaia longicollum,142525,155.7,150.8,29300,Miragaia,Ornithischia,,Stegosauridae,Miragaia,herbivore,both
144747,72465,width,205.0,0,holotype,radius,Miragaia longicollum,142525,,Miragaia longicollum,142525,155.7,150.8,29300,Miragaia,Ornithischia,,Stegosauridae,Miragaia,herbivore,both
144748,72465,length,458.0,0,holotype,radius,Miragaia longicollum,142525,,Miragaia longicollum,142525,155.7,150.8,29300,Miragaia,Ornithischia,,Stegosauridae,Miragaia,herbivore,both
144749,72466,width,200.0,0,holotype,radius,Miragaia longicollum,142525,,Miragaia longicollum,142525,155.7,150.8,29300,Miragaia,Ornithischia,,Stegosauridae,Miragaia,herbivore,both
144750,72466,length,460.0,0,holotype,radius,Miragaia longicollum,142525,,Miragaia longicollum,142525,155.7,150.8,29300,Miragaia,Ornithischia,,Stegosauridae,Miragaia,herbivore,both
144751,72467,width,356.0,0,holotype,humerus,Miragaia longicollum,142525,,Miragaia longicollum,142525,155.7,150.8,29300,Miragaia,Ornithischia,,Stegosauridae,Miragaia,herbivore,both
144752,72467,length,654.0,0,holotype,humerus,Miragaia longicollum,142525,,Miragaia longicollum,142525,155.7,150.8,29300,Miragaia,Ornithischia,,Stegosauridae,Miragaia,herbivore,both
144753,72468,width,217.0,0,holotype,ulna,Miragaia longicollum,142525,,Miragaia longicollum,142525,155.7,150.8,29300,Miragaia,Ornithischia,,Stegosauridae,Miragaia,herbivore,both
144754,72468,length,576.0,0,holotype,ulna,Miragaia longicollum,142525,,Miragaia longicollum,142525,155.7,150.8,29300,Miragaia,Ornithischia,,Stegosauridae,Miragaia,herbivore,both
157007,78381,length,560.0,0,neither,humerus,Suchomimus tenerensis,53368,,Suchomimus tenerensis,53368,125.0,100.5,8375,Suchomimus,Saurischia,,Spinosauridae,Suchomimus,carnivore,both
157008,78382,length,255.0,0,neither,radius,Suchomimus tenerensis,53368,,Suchomimus tenerensis,53368,125.0,100.5,8375,Suchomimus,Saurischia,,Spinosauridae,Suchomimus,carnivore,both
157009,78383,length,1075.0,0,neither,femur,Suchomimus tenerensis,53368,,Suchomimus tenerensis,53368,125.0,100.5,8375,Suchomimus,Saurischia,,Spinosauridae,Suchomimus,carnivore,both
157010,78384,length,945.0,0,neither,tibia,Suchomimus tenerensis,53368,,Suchomimus tenerensis,53368,125.0,100.5,8375,Suchomimus,Saurischia,,Spinosauridae,Suchomimus,carnivore,both
157011,78385,length,483.0,0,holotype,humerus,Baryonyx walkeri,53370,,Baryonyx walkeri,53370,130.0,125.45,11766,Baryonyx,Saurischia,,Spinosauridae,Baryonyx,carnivore,both
157012,78386,length,225.0,0,holotype,radius,Baryonyx walkeri,53370,,Baryonyx walkeri,53370,130.0,125.45,11766,Baryonyx,Saurischia,,Spinosauridae,Baryonyx,carnivore,both
157013,78387,length,1530.0,13609,holotype,skull,Giganotosaurus carolinii,54541,,Giganotosaurus carolinii,54541,99.6,93.5,7848,Giganotosaurus,Saurischia,Avetheropoda,Carcharodontosauridae,Giganotosaurus,carnivore,both
157014,78388,length,1430.0,13609,holotype,femur,Giganotosaurus carolinii,54541,,Giganotosaurus carolinii,54541,99.6,93.5,7848,Giganotosaurus,Saurischia,Avetheropoda,Carcharodontosauridae,Giganotosaurus,carnivore,both
157015,78389,length,350.0,35405,holotype,femur,Quilmesaurus curriei,54539,,Quilmesaurus curriei,54539,83.5,66.0,7847,Quilmesaurus,Saurischia,,Abelisauridae,Quilmesaurus,carnivore,both
157016,78390,width,59.0,35405,holotype,tibia,Quilmesaurus curriei,54539,,Quilmesaurus curriei,54539,83.5,66.0,7847,Quilmesaurus,Saurischia,,Abelisauridae,Quilmesaurus,carnivore,both
157017,78390,length,529.0,35405,holotype,tibia,Quilmesaurus curriei,54539,,Quilmesaurus curriei,54539,83.5,66.0,7847,Quilmesaurus,Saurischia,,Abelisauridae,Quilmesaurus,carnivore,both
157018,78390,circumference,124.0,35405,holotype,tibia,Quilmesaurus curriei,54539,,Quilmesaurus curriei,54539,83.5,66.0,7847,Quilmesaurus,Saurischia,,Abelisauridae,Quilmesaurus,carnivore,both
157019,78391,length,332.0,13616,holotype,ulna,Megaraptor namunhuaiquii,65425,,Megaraptor namunhuaiquii,65425,93.5,85.8,13204,Megaraptor,Saurischia,Avetheropoda,Megaraptoridae,Megaraptor,carnivore,both
157020,78392,length,50.0,36188,holotype,skull,Avimimus portentosus,55489,,Avimimus portentosus,55489,72.1,66.0,15008,Avimimus,Saurischia,Avetheropoda,,Avimimus,omnivore,both
157021,78393,length,257.0,36188,holotype,tibia,Avimimus portentosus,55489,,Avimimus portentosus,55489,72.1,66.0,15008,Avimimus,Saurischia,Avetheropoda,,Avimimus,omnivore,both
157022,78394,width,165.0,17842,paratype,femur,Tyrannotitan chubutensis,77208,,Tyrannotitan chubutensis,77208,113.0,100.5,17101,Tyrannotitan,Saurischia,Avetheropoda,Carcharodontosauridae,Tyrannotitan,carnivore,both
157023,78394,length,1400.0,17842,paratype,femur,Tyrannotitan chubutensis,77208,,Tyrannotitan chubutensis,77208,113.0,100.5,17101,Tyrannotitan,Saurischia,Avetheropoda,Carcharodontosauridae,Tyrannotitan,carnivore,both
157024,78395,length,900.0,0,holotype,skull,Sinraptor dongi,54821,,Sinraptor dongi,54821,163.5,157.3,9255,Sinraptor,Saurischia,Avetheropoda,Neovenatoridae,Sinraptor,carnivore,both
157025,78396,width,225.0,0,holotype,scapula,Sinraptor dongi,54821,,Sinraptor dongi,54821,163.5,157.3,9255,Sinraptor,Saurischia,Avetheropoda,Neovenatoridae,Sinraptor,carnivore,both
157026,78396,length,755.0,0,holotype,scapula,Sinraptor dongi,54821,,Sinraptor dongi,54821,163.5,157.3,9255,Sinraptor,Saurischia,Avetheropoda,Neovenatoridae,Sinraptor,carnivore,both
157027,78397,width,80.0,0,holotype,femur,Sinraptor dongi,54821,,Sinraptor dongi,54821,163.5,157.3,9255,Sinraptor,Saurischia,Avetheropoda,Neovenatoridae,Sinraptor,carnivore,both
157028,78397,length,876.0,0,holotype,femur,Sinraptor dongi,54821,,Sinraptor dongi,54821,163.5,157.3,9255,Sinraptor,Saurischia,Avetheropoda,Neovenatoridae,Sinraptor,carnivore,both
157029,78398,width,65.0,0,holotype,tibia,Sinraptor dongi,54821,,Sinraptor dongi,54821,163.5,157.3,9255,Sinraptor,Saurischia,Avetheropoda,Neovenatoridae,Sinraptor,carnivore,both
157030,78398,length,769.0,0,holotype,tibia,Sinraptor dongi,54821,,Sinraptor dongi,54821,163.5,157.3,9255,Sinraptor,Saurischia,Avetheropoda,Neovenatoridae,Sinraptor,carnivore,both
157031,78398,circumference,250.0,0,holotype,tibia,Sinraptor dongi,54821,,Sinraptor dongi,54821,163.5,157.3,9255,Sinraptor,Saurischia,Avetheropoda,Neovenatoridae,Sinraptor,carnivore,both
157032,78399,length,776.0,0,holotype,tibia,Sinraptor dongi,54821,,Sinraptor dongi,54821,163.5,157.3,9255,Sinraptor,Saurischia,Avetheropoda,Neovenatoridae,Sinraptor,carnivore,both
157033,78400,width,32.0,0,holotype,fibula,Sinraptor dongi,54821,,Sinraptor dongi,54821,163.5,157.3,9255,Sinraptor,Saurischia,Avetheropoda,Neovenatoridae,Sinraptor,carnivore,both
157034,78400,length,697.0,0,holotype,fibula,Sinraptor dongi,54821,,Sinraptor dongi,54821,163.5,157.3,9255,Sinraptor,Saurischia,Avetheropoda,Neovenatoridae,Sinraptor,carnivore,both
157035,78401,length,729.0,0,holotype,fibula,Sinraptor dongi,54821,,Sinraptor dongi,54821,163.5,157.3,9255,Sinraptor,Saurischia,Avetheropoda,Neovenatoridae,Sinraptor,carnivore,both
157036,78402,width,225.0,0,holotype,scapula,Sinraptor dongi,54821,,Sinraptor dongi,54821,163.5,157.3,9255,Sinraptor,Saurischia,Avetheropoda,Neovenatoridae,Sinraptor,carnivore,both
