"measurement_no","specimen_no","record_type","n_measured","position","measurement_type","average","min","max"
"157553","78697","mea","1","","length","92.5","",""
"157554","78698","mea","1","","length","112.6","",""
"157555","78699","mea","1","","length","43.0","",""
"157556","78700","mea","1","","length","21","",""
"157557","78701","mea","1","","length","18","",""
"157558","78702","mea","1","","length","39","",""
"157559","78703","mea","1","","length","14","",""
"157560","78704","mea","1","","length","80","",""
"157561","78705","mea","1","","length","58","",""
"157562","78706","mea","1","","length","240","",""
"157563","78707","mea","1","","length","214","",""
"157564","78708","mea","1","","length","151","",""
"157565","78709","mea","1","","length","158","",""
"157566","78710","mea","1","","length","449","",""
"157567","78711","mea","1","","length","409","",""
"157568","78712","mea","1","","length","450","",""
"157569","78713","mea","1","","length","42","",""
"157570","78714","mea","1","","length","86","",""
"157571","78715","mea","1","","length","104","",""
"157572","78716","mea","1","","length","230","",""
"157573","78717","mea","1","","length","270","",""
"157574","78718","mea","1","","length","276","",""
"157575","78719","mea","1","","length","292","",""
"157576","78720","mea","1","","length","274","",""
"157577","78721","mea","1","","length","229.8","",""
"157578","78722","mea","1","","length","230","",""
"157579","78723","mea","1","","length","93","",""
"157580","78724","mea","1","","length","160","",""
"157583","78727","mea","1","","length","191","",""
"157584","78728","mea","1","","length","131","",""
"157585","78729","mea","1","","length","134","",""
"157586","78730","mea","1","","length","81","",""
"157587","78731","mea","1","","length","72","",""
"157588","78732","mea","1","","length","203","",""
"157589","78733","mea","1","","length","221","",""
"157590","78734","mea","1","","length","265","",""
"157591","78735","mea","1","","length","1209","",""
"157592","78736","mea","1","","length","120","",""
"157593","78737","mea","1","","length","224","",""
"157594","78738","mea","1","","length","159","",""
"157595","78739","mea","1","","length","86","",""
"157596","78740","mea","1","","length","165","",""
"157597","78741","mea","1","","length","151.8","",""
"157598","78742","mea","1","","length","110.5","",""
"157599","78743","mea","1","","length","61","",""
"157600","78744","mea","1","","length","125","",""
"157601","78745","mea","1","","length","123.9","",""
"157602","78746","mea","1","","length","228","",""
"157603","78747","mea","1","","length","134.1","",""
"157604","78748","mea","1","","length","75","",""
"157605","78749","mea","1","","length","135","",""
"157606","78750","mea","1","","length","154","",""
"157607","78751","mea","1","","length","58","",""
"157608","78752","mea","1","","length","132","",""
"157609","78753","mea","1","","length","156","",""
"157610","78754","mea","1","","length","57","",""
"157611","78755","mea","1","","length","141","",""
"157612","78756","mea","1","","length","157","",""
"157613","78757","mea","1","","length","126","",""
"157614","78758","mea","1","","length","140","",""
"157615","78759","mea","1","","length","173","",""
"157616","78760","mea","1","","length","195","",""
"157617","78761","mea","1","","length","196","",""
"157618","78762","mea","1","","length","207","",""
"157619","78763","mea","1","","length","198","",""
"157620","78764","mea","1","","length","89","",""
"157621","78765","mea","1","","length","164","",""
"157622","78766","mea","1","","length","188","",""
"157623","78767","mea","1","","length","155","",""
"157624","78768","mea","1","","length","152","",""
"157625","78769","mea","1","","length","118","",""
"157626","78770","mea","1","","length","135","",""
"157627","78771","mea","1","","length","122","",""
"157628","78772","mea","1","","length","136","",""
"157629","78773","mea","1","","length","55","",""
"157630","78774","mea","1","","length","126","",""
"157631","78775","mea","1","","length","147","",""
"157632","78776","mea","1","","length","91","",""
"157633","78777","mea","1","","length","172","",""
"157634","78778","mea","1","","length","199","",""
"157635","78779","mea","1","","length","125","",""
"157636","78780","mea","1","","length","138","",""
"157637","78781","mea","1","","length","198","",""
"157638","78782","mea","1","","length","140","",""
"157639","78783","mea","1","","length","68","",""
"157640","78784","mea","1","","length","239","",""
"157641","78785","mea","1","","length","143","",""
"157642","78786","mea","1","","length","211","",""
"157643","78787","mea","1","","length","250","",""
"157644","78788","mea","1","","length","88","",""
"157645","78789","mea","1","","length","123","",""
"157646","78790","mea","1","","length","136","",""
"157647","78791","mea","1","","length","155.5","",""
"157648","78792","mea","1","","length","164","",""
"157649","78793","mea","1","","length","51.8","",""
"157650","78794","mea","1","","length","235","",""
"157651","78795","mea","1","","length","255","",""
"157652","78796","mea","1","","length","245","",""
"157653","78797","mea","1","","length","245","",""
"157654","78798","mea","1","","length","210","",""
"157655","78799","mea","1","","length","130","",""
"157656","78800","mea","1","","length","100","",""
"157657","78801","mea","1","","length","61","",""
"157658","78802","mea","1","","length","77","",""
"157659","78803","mea","1","","length","208","",""
"157660","78804","mea","1","","length","223","",""
"157661","78805","mea","1","","length","208","",""
"157662","78806","mea","1","","length","225","",""
"157663","78807","mea","1","","length","350","",""
"157674","78813","mea","1","","length","505","",""
"157675","78814","mea","1","","length","447","",""
"157686","78820","mea","1","","length","105","",""
"157687","78821","mea","1","","length","95","",""
"157688","78822","mea","1","","length","80","",""
"157689","78823","mea","1","","length","40","",""
"157690","78824","mea","1","","length","208","",""
"157691","78825","mea","1","","length","249","",""
"157692","78826","mea","1","","length","262","",""
"157693","78827","mea","1","","length","520","",""
"157694","78828","mea","1","","length","608","",""
"157695","78829","mea","1","","length","625","",""
"157696","78830","mea","1","","length","150","",""
"157697","78831","mea","1","","length","177","",""
"157698","78832","mea","1","","length","620","",""
"157699","78833","mea","1","","length","555","",""
"157719","78841","mea","1","","width","40","",""
"157720","78841","mea","1","","length","170","",""
"158751","79283","mea","1","posterior","width","36.0","",""
"158752","79283","mea","1","greatest","length","90.0","",""
"158753","79284","mea","1","posterior","width","31.5","",""
"158754","79284","mea","1","greatest","length","80.0","",""
"158755","79285","mea","1","posterior","width","31.0","",""
"158756","79285","mea","1","greatest","length","27.4","",""
"158757","79286","mea","1","posterior","width","52.0","",""
"158758","79286","mea","1","greatest","length","128.0","",""
"158759","79287","mea","1","greatest","length","102.0","",""
"158760","79287","mea","1","","diameter","7.55","",""
"158761","79288","mea","1","greatest","length","70","",""
"158762","79289","mea","1","greatest","length","69.7","",""
"158763","79290","mea","1","greatest","length","146.7","",""
"158764","79290","mea","1","","diameter","12.0","",""
"158765","79291","mea","1","greatest","length","95.4","",""
"158766","79291","mea","1","","diameter","6.5","",""
"158769","79292","mea","1","least","width","5.2","",""
"158770","79292","mea","1","greatest","length","170.0","",""
"158771","79293","mea","1","least","width","13.0","",""
"158772","79293","mea","1","greatest","length","210.0","",""
"158773","79294","mea","1","least","width","19.4","",""
"158774","79294","mea","1","greatest","length","246.0","",""
"158775","79295","mea","1","greatest","length","223.0","",""
"158776","79296","mea","1","least","width","93","",""
"158777","79296","mea","1","greatest","length","262","",""
"158778","79297","mea","1","greatest","length","29","",""
"158779","79298","mea","1","least","width","30.5","",""
"158780","79298","mea","1","greatest","length","259.5","",""
"158781","79299","mea","1","greatest","length","153","",""
"158924","79371","mea","1","","length","140","",""
"158925","79372","mea","1","","width","19.6","",""
"158926","79372","mea","1","","circumference","63.0","",""
"158927","79373","mea","1","","width","19.5","",""
"158928","79373","mea","1","","length","189.4","",""
"158929","79373","mea","1","","circumference","62.0","",""
"158930","79374","mea","1","","width","18.8","",""
"158931","79374","mea","1","","length","190.8","",""
"158932","79374","mea","1","","circumference","59.0","",""
"158933","79375","mea","1","","width","20.0","",""
"158934","79375","mea","1","","length","202.5","",""
"158935","79375","mea","1","","circumference","63.0 ","",""
"158936","79376","mea","1","","width","10.9","",""
"158937","79376","mea","1","","circumference","36.0","",""
"158938","79377","mea","1","","width","15.7","",""
"158939","79377","mea","1","","circumference","57.0 ","",""
"158940","79378","mea","1","","width","13.6 ","",""
"158941","79378","mea","1","","circumference","43.0","",""
"158942","79379","mea","1","","width","10.6","",""
"158943","79379","mea","1","","circumference","35.0 ","",""
"158944","79380","mea","1","","width","18.2 ","",""
"158945","79380","mea","1","","circumference","60.0","",""
"158946","79381","mea","1","","width","16.4","",""
"158947","79381","mea","1","","length","180.0","",""
"158948","79381","mea","1","","circumference","53.0","",""
"158949","79382","mea","1","","width","18.7","",""
"158950","79382","mea","1","","length","202.5","",""
"158951","79382","mea","1","","circumference","59.0","",""
"158952","79383","mea","1","","width","21.5 ","",""
"158953","79383","mea","1","","length","201.6","",""
"158954","79383","mea","1","","circumference","65.0","",""
"158955","79384","mea","1","","width","13.3","",""
"158956","79384","mea","1","","length","168.3 ","",""
"158957","79384","mea","1","","circumference","52.0","",""
"158958","79385","mea","1","","width","12.2","",""
"158959","79385","mea","1","","length","191.3","",""
"158966","79385","mea","1","","circumference","49.0","",""
"158960","79386","mea","1","","width","13.8","",""
"158961","79386","mea","1","","length","189.2 ","",""
"158967","79386","mea","1","","circumference","52.0","",""
"158962","79387","mea","1","","width","11.6","",""
"158963","79388","mea","1","","length","171.5","",""
"158968","79388","mea","1","","width","11.9","",""
"158969","79388","mea","1","","circumference","48.0","",""
"158964","79389","mea","1","","length","151.2","",""
"158970","79389","mea","1","","width","20.0","",""
"158971","79389","mea","1","","circumference","38.0","",""
"158965","79390","mea","1","","length","205.4 ","",""
"158972","79390","mea","1","","width","13.9","",""
"158973","79390","mea","1","","circumference","53.0","",""
"158974","79391","mea","1","","width","10.2","",""
"158975","79391","mea","1","","circumference","45.0","",""
"158976","79392","mea","1","","width","10.7","",""
"158977","79393","mea","1","","width","6.7","",""
"158978","79393","mea","1","","circumference","28.0","",""
"158979","79394","mea","1","","width","13.5","",""
"158980","79394","mea","1","","circumference","51.0","",""
"158981","79395","mea","1","","width","8.7","",""
"158982","79395","mea","1","","circumference","40.0","",""
"158983","79396","mea","1","","width","11.2","",""
"158984","79396","mea","1","","length","167.6","",""
"158985","79396","mea","1","","circumference","44.0","",""
"158986","79397","mea","1","","length","62","",""
"158987","79398","mea","1","","length","380","",""
"158988","79399","mea","1","","length","830","",""
"158989","79400","mea","1","","length","770","",""
"158990","79401","mea","1","","length","690","",""
"158991","79402","mea","1","","width","80","",""
"158992","79402","mea","1","","length","450","",""
"158993","79403","mea","1","","length","600","",""
"158994","79404","mea","1","","length","430","",""
"158995","79405","mea","1","","length","770","",""
"158996","79406","mea","1","","length","350","",""
"158997","79407","mea","1","","length","611","",""
"158998","79408","mea","1","","length","592","",""
"158999","79409","mea","1","","length","856","",""
"159000","79410","mea","1","","length","596","",""
"159001","79411","mea","1","","length","905","",""
"159002","79412","mea","1","","length","900","",""
"159003","79413","mea","1","","length","285","",""
"159004","79414","mea","1","","length","284","",""
"159005","79415","mea","1","","length","73","",""
"159006","79416","mea","1","","length","80","",""
"159007","79417","mea","1","","length","78","",""
"159008","79418","mea","1","","length","85","",""
"159009","79419","mea","1","","length","201","",""
"159010","79420","mea","1","","length","231","",""
"159011","79421","mea","1","","length","910","",""
"159012","79422","mea","1","","length","286","",""
"159013","79423","mea","1","","length","218","",""
"159014","79424","mea","1","","length","552","",""
"159015","79425","mea","1","","length","492","",""
"159016","79426","mea","1","","length","470","",""
"159017","79427","mea","1","","length","515","",""
"159018","79428","mea","1","","length","400","",""
"159021","79430","mea","1","","length","265","",""
"159022","79431","mea","1","","length","202","",""
"159023","79432","mea","1","","length","240","",""
"159026","79434","mea","1","","length","670","",""
"159027","79435","mea","1","","length","600","",""
"159028","79436","mea","1","","length","580","",""
"159029","79437","mea","1","","length","220","",""
"159030","79438","mea","1","","length","306","",""
"159031","79439","mea","1","","length","170","",""
"159032","79440","mea","1","","length","182","",""
"159033","79441","mea","1","","length","840","",""
"159034","79442","mea","1","","length","490","",""
"159035","79443","mea","1","","length","450","",""
"159036","79444","mea","1","","length","480","",""
"159037","79445","mea","1","","length","299","",""
"159038","79446","mea","1","","length","231","",""
"159039","79447","mea","1","","length","498","",""
"159040","79448","mea","1","","length","479","",""
"159041","79449","mea","1","","length","467","",""
"159042","79450","mea","1","","length","740","",""
"159043","79451","mea","1","","length","1310","",""
"159044","79452","mea","1","","length","412","",""
"159045","79453","mea","1","","length","429","",""
"159046","79454","mea","1","","length","187","",""
"159047","79455","mea","1","","length","225","",""
"159048","79456","mea","1","","length","229","",""
"159049","79457","mea","1","","length","725","",""
"159050","79458","mea","1","","length","686","",""
"159051","79459","mea","1","","length","688","",""
"159058","79462","mea","1","","length","915","",""
"159059","79463","mea","1","","length","283","",""
"159081","79471","mea","1","","width","52","",""
"159082","79471","mea","1","","length","540","",""
"159092","79475","mea","1","","length","580","",""
"159093","79476","mea","1","","length","1190","",""
"159094","79477","mea","1","","length","954","",""
"160505","80164","mea","1","","length","800","",""
"160506","80165","mea","1","","length","1040","",""
"160507","80166","mea","1","","length","760","",""
"160508","80167","mea","1","","length","740","",""
"160509","80168","mea","1","","length","250","",""
"160510","80169","mea","1","","length","980","",""
"160511","80170","mea","1","","length","505","",""
"160512","80171","mea","1","","length","140","",""
"160513","80172","mea","1","","length","730","",""
"160514","80173","mea","1","","length","730","",""
"160515","80174","mea","1","","length","680","",""
"160516","80175","mea","1","","length","685","",""
"160517","80176","mea","1","","length","618","",""
"160520","80178","mea","1","","width","51","",""
"160521","80178","mea","1","","length","300","",""
"160522","80179","mea","1","","circumference","27.5","",""
"160523","80180","mea","1","","length","1300","",""
"160524","80180","mea","1","","circumference","44.5","",""
"160525","80181","mea","1","","length","887","",""
"160526","80182","mea","1","","length","640","",""
"160527","80183","mea","1","","length","1075","",""
"160528","80184","mea","1","","length","860","",""
"160529","80185","mea","1","","length","955","",""
"160530","80186","mea","1","","length","1059","",""
"160531","80187","mea","1","","length","545","",""
"160542","80193","mea","1","","length","237","",""
"160543","80194","mea","1","","length","425","",""
"160544","80195","mea","1","","length","370","",""
"160549","80198","mea","1","","length","173","",""
"160550","80199","mea","1","","width","13.8","",""
"160551","80199","mea","1","","length","155.4","",""
"160552","80199","mea","1","","circumference","62","",""
"160553","80200","mea","1","","width","10.9","",""
"160554","80200","mea","1","","length","137","",""
"160555","80200","mea","1","","circumference","42.5","",""
"160556","80201","mea","1","","width","8.4","",""
"160557","80201","mea","1","","length","118.6","",""
"160558","80201","mea","1","","circumference","38.2","",""
"160559","80202","mea","1","","width","39.5","",""
"160560","80202","mea","1","","length","336","",""
"160561","80202","mea","1","","circumference","112.3","",""
"160562","80203","mea","1","","width","36.2","",""
"160563","80203","mea","1","","length","273.2","",""
"160564","80203","mea","1","","circumference","98.6","",""
"160565","80204","mea","1","","length","240","",""
"160566","80205","mea","1","","length","240","",""
"160575","80210","mea","1","","length","312","",""
"160578","80212","mea","1","","width","21.32","",""
"160579","80212","mea","1","","length","213","",""
"160580","80213","mea","1","","width","29.5","",""
"160581","80213","mea","1","","length","269","",""
"160582","80214","mea","1","","width","75","",""
"160583","80214","mea","1","","length","578","",""
"160584","80215","mea","1","","length","564","",""
"160585","80215","mea","1","","circumference","153","",""
"160586","80216","mea","1","","length","538","",""
"160587","80216","mea","1","","diameter","59","",""
"160588","80217","mea","1","","length","569","",""
"160589","80217","mea","1","","circumference","165","",""
"160590","80218","mea","1","","width","26.4","",""
"160591","80218","mea","1","","length","268","",""
"160592","80219","mea","1","","length","570","",""
"160593","80220","mea","1","","length","276","",""
"160596","80222","mea","1","","length","460","",""
"160597","80222","mea","1","","diameter","89","",""
"160602","80225","mea","1","","length","445","",""
"160603","80226","mea","1","","length","226","",""
"160604","80227","mea","1","","length","170","",""
"160605","80228","mea","1","","length","147","",""
"160606","80229","mea","1","","length","560","",""
"160607","80230","mea","1","","length","330","",""
"160608","80231","mea","1","","length","119","",""
"160609","80232","mea","1","","length","81","",""
"160610","80233","mea","1","","length","91","",""
"160611","80234","mea","1","","length","96","",""
"160612","80235","mea","1","","length","210","",""
"160613","80236","mea","1","","width","35","",""
"160614","80236","mea","1","","length","285","",""
"160615","80237","mea","1","","length","100","",""
"160616","80238","mea","1","","length","235","",""
"160617","80239","mea","1","","length","350","",""
"160618","80240","mea","1","","width","95","",""
"160619","80241","mea","1","","length","166","",""
"160620","80242","mea","1","","length","69","",""
"160621","80243","mea","1","","length","48","",""
"160622","80244","mea","1","","length","96","",""
"160623","80245","mea","1","","length","181","",""
"160624","80246","mea","1","","length","203","",""
"160625","80247","mea","1","","length","196","",""
"160626","80248","mea","1","","length","86","",""
"160627","80249","mea","1","","length","158","",""
"160628","80250","mea","1","","length","363","",""
"160629","80251","mea","1","","length","263","",""
"160630","80252","mea","1","","length","178","",""
"160631","80253","mea","1","","length","178","",""
"160632","80254","mea","1","","length","416","",""
"160633","80255","mea","1","","length","424","",""
"160634","80256","mea","1","","length","290","",""
"160635","80257","mea","1","","length","165","",""
"160636","80258","mea","1","","length","315","",""
"160637","80259","mea","1","","length","365","",""
"160638","80260","mea","1","","length","350","",""
"160639","80261","mea","1","","length","550","",""
"160641","80261","mea","1","","circumference","210","",""
"160640","80262","mea","1","","length","680","",""
"160642","80262","mea","1","","circumference","170","",""
"160643","80263","mea","1","","length","504","",""
"160644","80264","mea","1","","length","510","",""
"160645","80264","mea","1","","circumference","143","",""
"160646","80265","mea","1","","length","781","",""
"160647","80266","mea","1","","length","759","",""
"160648","80267","mea","1","","length","1070","",""
"160649","80268","mea","1","","length","786","",""
"160650","80269","mea","1","","length","763.5","",""
"160651","80270","mea","1","","length","678","",""
"160652","80271","mea","1","","length","754.7","",""
"160653","80272","mea","1","","length","780.7","",""
"160654","80273","mea","1","","length","962","",""
"160655","80274","mea","1","","length","876","",""
"160656","80275","mea","1","","length","324","",""
"160657","80276","mea","1","","length","165.1","",""
"160658","80277","mea","1","","length","157.5","",""
"160659","80278","mea","1","","length","1040","",""
"160660","80279","mea","1","","length","1000","",""
"160661","80280","mea","1","","length","883","",""
"160662","80281","mea","1","","length","210","",""
"160663","80282","mea","1","","length","678","",""
"160664","80283","mea","1","","length","620","",""
"160665","80284","mea","1","","length","205","",""
"160666","80285","mea","1","","length","100","",""
"160667","80286","mea","1","","length","125","",""
"160668","80287","mea","1","","length","700","",""
"160669","80288","mea","1","","length","748","",""
"160670","80289","mea","1","","length","680","",""
"160671","80290","mea","1","","length","870","",""
"160672","80291","mea","1","","length","910","",""
"160673","80292","mea","1","","length","954","",""
"160674","80293","mea","1","","length","850","",""
"160675","80294","mea","1","","length","750","",""
"160676","80295","mea","1","","length","730","",""
"160677","80296","mea","1","","length","775","",""
"160678","80297","mea","1","","length","930","",""
"160679","80298","mea","1","","length","842","",""
"160680","80299","mea","1","","length","804","",""
"160681","80300","mea","1","","length","805","",""
"160682","80301","mea","1","","length","500","",""
"160683","80302","mea","1","","length","542","",""
"160684","80303","mea","1","","length","900","",""
"160685","80304","mea","1","","length","940","",""
"160686","80305","mea","1","","length","900","",""
"160687","80306","mea","1","","length","445","",""
"160688","80307","mea","1","","length","990","",""
"160689","80308","mea","1","","length","1025","",""
"160690","80309","mea","1","","length","990","",""
"160691","80310","mea","1","","length","740","",""
"160692","80311","mea","1","","length","148","",""
"160693","80312","mea","1","","length","303","",""
"160694","80313","mea","1","","length","136","",""
"160695","80314","mea","1","","length","163","",""
"160696","80315","mea","1","","length","1020","",""
"160697","80316","mea","1","","length","980","",""
"160698","80317","mea","1","","length","875","",""
"160699","80318","mea","1","","length","1040","",""
"160700","80319","mea","1","","length","772","",""
"160701","80320","mea","1","","length","170","",""
"160702","80321","mea","1","","length","357","",""
"160703","80322","mea","1","","length","171","",""
"160704","80323","mea","1","","length","214","",""
"160705","80324","mea","1","","length","1000","",""
"160706","80325","mea","1","","length","700","",""
"160707","80326","mea","1","","length","635","",""
"160708","80327","mea","1","","length","560","",""
"160980","80396","mea","1","","length","950","",""
"160981","80397","mea","1","","length","360","",""
"160982","80398","mea","1","","length","1280","",""
"160983","80399","mea","1","","length","1140","",""
"160985","80400","mea","1","","length","1355","",""
"161004","80405","mea","1","","length","165","",""
"161005","80406","mea","1","","length","90","",""
"161006","80407","mea","1","","length","51","",""
"161007","80408","mea","1","","length","55","",""
"161008","80409","mea","1","","length","163","",""
"161009","80410","mea","1","","length","183","",""
"161012","80412","mea","1","","length","62.5","",""
"161013","80413","mea","1","","length","20.3","",""
"161014","80414","mea","1","","length","12.4","",""
"161021","80414","mea","1","","diameter","2.1","",""
"161015","80415","mea","1","","length","53.2","",""
"161016","80416","mea","1","","length","61","",""
"161017","80417","mea","1","","length","31.9","",""
"161018","80417","mea","1","","width","3.2","",""
"161019","80418","mea","1","","length","15.6","",""
"161020","80418","mea","1","","diameter","2.7","",""
"161022","80419","mea","1","","length","97.2","",""
"161023","80420","mea","1","","length","35.5","",""
"161024","80421","mea","1","","length","21","",""
"161025","80421","mea","1","","diameter","3.9","",""
"161026","80422","mea","1","","length","86.4","",""
"161027","80423","mea","1","","length","97","",""
"161028","80424","mea","1","","diameter","4.8","",""
"161029","80425","mea","1","","length","86.6","",""
"161030","80426","mea","1","","length","24.7","",""
"161031","80427","mea","1","","length","21.3","",""
"161032","80428","mea","1","","length","72.8","",""
"161033","80429","mea","1","","length","82","",""
"161034","80430","mea","1","","length","42","",""
"161035","80431","mea","1","","length","27","",""
"161036","80432","mea","1","","length","19.5","",""
"161037","80433","mea","1","","length","19.3","",""
"161038","80434","mea","1","","length","52","",""
"161039","80435","mea","1","","length","58.1","",""
"161040","80436","mea","1","","length","58.1","",""
"161041","80437","mea","1","","length","138","",""
"161042","80438","mea","1","","length","84","",""
"161043","80439","mea","1","","length","51.7","",""
"161044","80440","mea","1","","length","23.8","",""
"161045","80441","mea","1","","length","6.8","",""
"161046","80442","mea","1","","length","26.3","",""
"161047","80443","mea","1","","length","17.5","",""
"161048","80444","mea","1","","length","19.3","",""
"161049","80445","mea","1","","length","37.3","",""
"161050","80446","mea","1","","width","37.8","",""
"161051","80447","mea","1","","length","116","",""
"161052","80448","mea","1","","length","258","",""
"161053","80449","mea","1","","length","327","",""
"161054","80450","mea","1","","length","89","",""
"161055","80451","mea","1","","length","63","",""
"161056","80452","mea","1","","length","62","",""
"161057","80453","mea","1","","length","64","",""
"161058","80454","mea","1","","length","212.8","",""
"161059","80455","mea","1","","length","214.3","",""
"161060","80456","mea","1","","length","104.32","",""
"161061","80456","mea","1","","diameter","13.03","",""
"161062","80457","mea","1","","length","90.11","",""
"161063","80458","mea","1","","length","86.03","",""
"161064","80459","mea","1","","length","214.32","",""
"161066","80459","mea","1","","diameter","17.48","",""
"161065","80460","mea","1","","length","269.26","",""
"161067","80461","mea","1","","length","112","",""
"161068","80462","mea","1","","length","105","",""
"161069","80463","mea","1","","length","98","",""
"161070","80464","mea","1","","length","285","",""
"161071","80465","mea","1","","length","340","",""
"161072","80466","mea","1","","length","70","",""
"161073","80467","mea","1","","length","97.5","",""
"161074","80468","mea","1","","length","70.1","",""
"161075","80469","mea","1","","length","91.3","",""
"161076","80470","mea","1","","length","52.6","",""
"161077","80471","mea","1","","length","75.6","",""
"161078","80472","mea","1","","length","15.4","",""
"161079","80473","mea","1","","length","27","",""
"161080","80474","mea","1","","length","191","",""
"161081","80475","mea","1","","width","32.5","",""
"161082","80476","mea","1","","width","33.8","",""
"161083","80477","mea","1","","length","33","",""
"161084","80478","mea","1","","length","60","",""
"161085","80479","mea","1","","length","73.1","",""
"161086","80480","mea","1","","length","36.6","",""
"161087","80481","mea","1","","length","18.1","",""
"161088","80482","mea","1","","length","138.6","",""
"161089","80483","mea","1","","length","138.2","",""
"161090","80484","mea","1","","length","175.2","",""
"161091","80485","mea","1","","length","73.2","",""
"161092","80486","mea","1","","length","36.7","",""
"161093","80487","mea","1","","length","18.2","",""
"161094","80488","mea","1","","length","190","",""
"161095","80489","mea","1","","length","262","",""
"161096","80490","mea","1","","length","303","",""
"161097","80491","mea","1","","length","294","",""
"161098","80492","mea","1","","length","217","",""
"161099","80493","mea","1","","length","242","",""
"161100","80494","mea","1","","length","185","",""
"161101","80495","mea","1","","length","191","",""
"161102","80496","mea","1","","length","622","",""
"161103","80497","mea","1","","length","245","",""
"161104","80498","mea","1","","length","465","",""
"161105","80499","mea","1","","length","338","",""
"161106","80500","mea","1","","length","382","",""
"161107","80501","mea","1","","length","660","",""
"161108","80502","mea","1","","length","660","",""
"161109","80503","mea","1","","length","622","",""
"161110","80504","mea","1","","length","243","",""
"161111","80505","mea","1","","length","252.2","",""
"161112","80506","mea","1","","length","371","",""
"161113","80507","mea","1","","length","388","",""
"161114","80508","mea","1","","length","360","",""
"161115","80509","mea","1","","length","384","",""
"161116","80510","mea","1","","length","396","",""
"161117","80511","mea","1","","length","260","",""
"161118","80512","mea","1","","length","208","",""
"161119","80513","mea","1","","length","258","",""
"161120","80514","mea","1","","length","317","",""
"161121","80515","mea","1","","length","294","",""
"161122","80516","mea","1","","length","270","",""
"161123","80517","mea","1","","length","280","",""
"161124","80518","mea","1","","length","330","",""
"161125","80519","mea","1","","length","450","",""
"161126","80520","mea","1","","length","530","",""
"161127","80521","mea","1","","length","350","",""
"161128","80522","mea","1","","length","375","",""
"161129","80523","mea","1","","length","665","",""
"161130","80524","mea","1","","length","740","",""
"161131","80525","mea","1","","length","675","",""
"161132","80526","mea","1","","length","120","",""
"161133","80527","mea","1","","length","192","",""
"161134","80528","mea","1","","length","218","",""
"161135","80529","mea","1","","length","208","",""
"161136","80530","mea","1","","length","185","",""
"161137","80531","mea","1","","length","360","",""
"161138","80532","mea","1","","length","390","",""
"161139","80533","mea","1","","length","360","",""
"161140","80534","mea","1","","length","635","",""
"161141","80535","mea","1","","length","696","",""
"161142","80536","mea","1","","length","621","",""
"161143","80537","mea","1","","length","410","",""
"161144","80538","mea","1","","length","444","",""
"161145","80539","mea","1","","length","389","",""
"161146","80540","mea","1","","length","102","",""
"161147","80541","mea","1","","length","106","",""
"161148","80542","mea","1","","length","267","",""
"161149","80543","mea","1","","length","302","",""
"161152","80545","mea","1","","length","234","",""
"161153","80546","mea","1","","length","290","",""
"161154","80547","mea","1","","length","255","",""
"161155","80548","mea","1","","length","197","",""
"161156","80549","mea","1","","length","184","",""
"161157","80550","mea","1","","length","265","",""
"161158","80551","mea","1","","length","265","",""
"161159","80552","mea","1","","length","275","",""
"161160","80553","mea","1","","length","276","",""
"161161","80554","mea","1","","length","220","",""
"161162","80555","mea","1","","length","237","",""
"161163","80556","mea","1","","length","412","",""
"161164","80557","mea","1","","length","373","",""
"161165","80558","mea","1","","length","350","",""
"161166","80559","mea","1","","length","227","",""
"161167","80560","mea","1","","length","222","",""
"161168","80561","mea","1","","length","180","",""
"161169","80562","mea","1","","length","258","",""
"161170","80563","mea","1","","length","300","",""
"161171","80564","mea","1","","length","360","",""
"161172","80565","mea","1","","length","760","",""
"161173","80566","mea","1","","length","550.4","",""
"161174","80567","mea","1","","length","620.2","",""
"161175","80568","mea","1","","length","705","",""
"161176","80569","mea","1","","length","550","",""
"161177","80570","mea","1","","length","840","",""
"161178","80571","mea","1","","length","518","",""
"161179","80572","mea","1","","length","418","",""
"161180","80573","mea","1","","length","302","",""
"161181","80574","mea","1","","length","614","",""
"161182","80575","mea","1","","length","540","",""
"161183","80576","mea","1","","length","165","",""
"161184","80577","mea","1","","length","570","",""
"161185","80578","mea","1","","length","175","",""
"161186","80579","mea","1","","length","424","",""
"161187","80580","mea","1","","length","415","",""
"161188","80581","mea","1","","length","274","",""
"161189","80582","mea","1","","length","275","",""
"161190","80583","mea","1","","length","309","",""
"161191","80584","mea","1","","length","303","",""
"161192","80585","mea","1","","length","696","",""
"161193","80586","mea","1","","length","654","",""
"161194","80587","mea","1","","length","522","",""
"161195","80588","mea","1","","length","656","",""
"161196","80589","mea","1","","length","644","",""
"161197","80590","mea","1","","length","1050","",""
"161198","80591","mea","1","","length","765","",""
"161199","80592","mea","1","","length","860","",""
"161225","80605","mea","1","","length","100","",""
"161226","80606","mea","1","","length","73","",""
"161227","80607","mea","1","","length","149","",""
"161228","80608","mea","1","","length","73","",""
"161229","80609","mea","1","","length","58","",""
"161230","80610","mea","1","","length","61","",""
"161231","80611","mea","1","","length","146","",""
"161232","80612","mea","1","","length","152","",""
"161233","80613","mea","1","","length","196","",""
"161234","80614","mea","1","","length","181","",""
"161235","80615","mea","1","","length","285","",""
"161236","80616","mea","1","","length","355","",""
"161237","80617","mea","1","","length","1100","",""
"161239","80617","mea","1","","circumference","352","",""
